"InterventionId","SubjectId","ParentSubjectId","SubjectName","SubjectLevel","SubjectType"
10002,42,32,"Negative Numbers",2,"Topic"
10002,98,71,"Units of Measurement",2,"Topic"
10002,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
10002,199,98,"Temperature units",3,"Subtopic"
10003,49,3,"Algebra",1,"Subject"
10003,54,49,"Straight Line Graphs",2,"Topic"
10003,257,54,"Plotting Lines from Tables of Values",3,"Subtopic"
10004,101,3,"Data and Statistics",1,"Subject"
10004,338,101,"Data Processing",2,"Topic"
10004,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
10019,101,3,"Data and Statistics",1,"Subject"
10019,342,101,"Data Representation",2,"Topic"
10019,117,342,"Time Series and Line Graphs",3,"Subtopic"
10023,101,3,"Data and Statistics",1,"Subject"
10023,342,101,"Data Representation",2,"Topic"
10023,109,342,"Pie Chart",3,"Subtopic"
10028,49,3,"Algebra",1,"Subject"
10028,54,49,"Straight Line Graphs",2,"Topic"
10028,257,54,"Plotting Lines from Tables of Values",3,"Subtopic"
10028,258,54,"Horizontal and Vertical Lines",3,"Subtopic"
10028,260,54,"Finding the Gradient and Intercept of a Line from the Equation",3,"Subtopic"
10028,261,54,"Gradient as change in y over change in x",3,"Subtopic"
10032,71,3,"Geometry and Measure",1,"Subject"
10032,178,71,"Perimeter and Area",2,"Topic"
10032,75,178,"Area of Simple Shapes",3,"Subtopic"
10032,86,178,"Perimeter",3,"Subtopic"
10032,179,178,"Compound Area",3,"Subtopic"
10039,49,3,"Algebra",1,"Subject"
10039,62,49,"Writing and Simplifying Expressions",2,"Topic"
10039,255,49,"Algebraic Fractions",2,"Topic"
10039,253,62,"Dividing Terms",3,"Subtopic"
10039,1077,255,"Simplifying Algebraic Fractions",3,"Subtopic"
10041,32,3,"Number",1,"Subject"
10041,44,32,"Percentages",2,"Topic"
10041,234,44,"Percentage Increase and Decrease",3,"Subtopic"
10041,233,44,"Percentages of an Amount",3,"Subtopic"
10046,32,3,"Number",1,"Subject"
10046,144,32,"Basic Arithmetic",2,"Topic"
10046,203,144,"Mental Addition and Subtraction",3,"Subtopic"
10065,32,3,"Number",1,"Subject"
10065,71,3,"Geometry and Measure",1,"Subject"
10065,144,32,"Basic Arithmetic",2,"Topic"
10065,37,32,"Factors, Multiples and Primes",2,"Topic"
10065,178,71,"Perimeter and Area",2,"Topic"
10065,204,144,"Mental Multiplication and Division",3,"Subtopic"
10065,75,178,"Area of Simple Shapes",3,"Subtopic"
10065,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
10065,219,37,"Factors and Highest Common Factor",3,"Subtopic"
10065,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
10068,32,3,"Number",1,"Subject"
10068,46,32,"Ratio",2,"Topic"
10068,241,46,"Sharing in a Ratio",3,"Subtopic"
10068,334,46,"Writing Ratios",3,"Subtopic"
10082,49,3,"Algebra",1,"Subject"
10082,153,49,"Factorising",2,"Topic"
10082,52,153,"Factorising into a Single Bracket",3,"Subtopic"
10084,32,3,"Number",1,"Subject"
10084,141,32,"Rounding and Estimating",2,"Topic"
10084,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
10085,49,3,"Algebra",1,"Subject"
10085,61,49,"Sequences",2,"Topic"
10085,173,61,"Other Sequences",3,"Subtopic"
10085,171,61,"Linear Sequences (nth term)",3,"Subtopic"
10086,32,3,"Number",1,"Subject"
10086,144,32,"Basic Arithmetic",2,"Topic"
10086,202,144,"Place Value",3,"Subtopic"
10089,32,3,"Number",1,"Subject"
10089,36,32,"Decimals",2,"Topic"
10089,222,36,"Ordering Decimals",3,"Subtopic"
10093,49,3,"Algebra",1,"Subject"
10093,154,49,"Solving Equations",2,"Topic"
10093,64,154,"Linear Equations",3,"Subtopic"
10096,32,3,"Number",1,"Subject"
10096,46,32,"Ratio",2,"Topic"
10096,241,46,"Sharing in a Ratio",3,"Subtopic"
10096,334,46,"Writing Ratios",3,"Subtopic"
10099,32,3,"Number",1,"Subject"
10099,144,32,"Basic Arithmetic",2,"Topic"
10099,33,144,"BIDMAS",3,"Subtopic"
10124,49,3,"Algebra",1,"Subject"
10124,32,3,"Number",1,"Subject"
10124,156,49,"Formula",2,"Topic"
10124,42,32,"Negative Numbers",2,"Topic"
10124,35,32,"Calculator Use",2,"Topic"
10124,67,156,"Substitution into Formula",3,"Subtopic"
10124,217,35,"Basic Calculator Use",3,"Subtopic"
10124,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
10124,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
10129,32,3,"Number",1,"Subject"
10129,44,32,"Percentages",2,"Topic"
10129,39,32,"Fractions",2,"Topic"
10129,226,39,"Equivalent Fractions",3,"Subtopic"
10129,225,39,"Fractions of an Amount",3,"Subtopic"
10129,233,44,"Percentages of an Amount",3,"Subtopic"
10132,32,3,"Number",1,"Subject"
10132,141,32,"Rounding and Estimating",2,"Topic"
10132,144,32,"Basic Arithmetic",2,"Topic"
10132,202,144,"Place Value",3,"Subtopic"
10132,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
10132,216,141,"Estimation",3,"Subtopic"
10142,32,3,"Number",1,"Subject"
10142,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
10142,39,32,"Fractions",2,"Topic"
10142,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
10142,225,39,"Fractions of an Amount",3,"Subtopic"
10142,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
10143,32,3,"Number",1,"Subject"
10143,141,32,"Rounding and Estimating",2,"Topic"
10143,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
10145,49,3,"Algebra",1,"Subject"
10145,154,49,"Solving Equations",2,"Topic"
10145,64,154,"Linear Equations",3,"Subtopic"
10146,32,3,"Number",1,"Subject"
10146,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
10146,39,32,"Fractions",2,"Topic"
10146,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
10146,225,39,"Fractions of an Amount",3,"Subtopic"
10146,228,39,"Ordering Fractions",3,"Subtopic"
10146,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
10148,32,3,"Number",1,"Subject"
10148,42,32,"Negative Numbers",2,"Topic"
10148,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
10152,32,3,"Number",1,"Subject"
10152,49,3,"Algebra",1,"Subject"
10152,62,49,"Writing and Simplifying Expressions",2,"Topic"
10152,144,32,"Basic Arithmetic",2,"Topic"
10152,154,49,"Solving Equations",2,"Topic"
10152,64,154,"Linear Equations",3,"Subtopic"
10152,203,144,"Mental Addition and Subtraction",3,"Subtopic"
10152,70,62,"Writing Expressions",3,"Subtopic"
10153,49,3,"Algebra",1,"Subject"
10153,71,3,"Geometry and Measure",1,"Subject"
10153,32,3,"Number",1,"Subject"
10153,141,32,"Rounding and Estimating",2,"Topic"
10153,98,71,"Units of Measurement",2,"Topic"
10153,154,49,"Solving Equations",2,"Topic"
10153,144,32,"Basic Arithmetic",2,"Topic"
10153,209,98,"Time",3,"Subtopic"
10153,197,98,"Volume and Capacity Units",3,"Subtopic"
10153,64,154,"Linear Equations",3,"Subtopic"
10153,202,144,"Place Value",3,"Subtopic"
10153,215,141,"Rounding to Significant Figures",3,"Subtopic"
10154,49,3,"Algebra",1,"Subject"
10154,154,49,"Solving Equations",2,"Topic"
10154,65,154,"Quadratic Equations",3,"Subtopic"
10156,49,3,"Algebra",1,"Subject"
10156,154,49,"Solving Equations",2,"Topic"
10156,64,154,"Linear Equations",3,"Subtopic"
10161,32,3,"Number",1,"Subject"
10161,36,32,"Decimals",2,"Topic"
10161,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
10166,71,3,"Geometry and Measure",1,"Subject"
10166,83,71,"Construction, Loci and Scale Drawing",2,"Topic"
10166,191,83,"Construct Triangle",3,"Subtopic"
10166,193,83,"Loci Scenarios",3,"Subtopic"
10166,192,83,"Construct Angle and Line Bisectors",3,"Subtopic"
10167,71,3,"Geometry and Measure",1,"Subject"
10167,74,71,"Angles",2,"Topic"
10167,182,74,"Angle Facts with Parallel Lines",3,"Subtopic"
10182,32,3,"Number",1,"Subject"
10182,46,32,"Ratio",2,"Topic"
10182,241,46,"Sharing in a Ratio",3,"Subtopic"
10183,71,3,"Geometry and Measure",1,"Subject"
10183,98,71,"Units of Measurement",2,"Topic"
10183,209,98,"Time",3,"Subtopic"
10189,71,3,"Geometry and Measure",1,"Subject"
10189,278,71,"Transformations",2,"Topic"
10189,93,278,"Rotation",3,"Subtopic"
10189,95,278,"Translation and Vectors",3,"Subtopic"
10189,92,278,"Reflection",3,"Subtopic"
10190,32,3,"Number",1,"Subject"
10190,71,3,"Geometry and Measure",1,"Subject"
10190,40,32,"Indices, Powers and Roots",2,"Topic"
10190,39,32,"Fractions",2,"Topic"
10190,178,71,"Perimeter and Area",2,"Topic"
10190,75,178,"Area of Simple Shapes",3,"Subtopic"
10190,228,39,"Ordering Fractions",3,"Subtopic"
10190,226,39,"Equivalent Fractions",3,"Subtopic"
10190,86,178,"Perimeter",3,"Subtopic"
10190,245,40,"Squares, Cubes, etc",3,"Subtopic"
10197,32,3,"Number",1,"Subject"
10197,144,32,"Basic Arithmetic",2,"Topic"
10197,203,144,"Mental Addition and Subtraction",3,"Subtopic"
10212,49,3,"Algebra",1,"Subject"
10212,255,49,"Algebraic Fractions",2,"Topic"
10212,1077,255,"Simplifying Algebraic Fractions",3,"Subtopic"
10213,49,3,"Algebra",1,"Subject"
10213,61,49,"Sequences",2,"Topic"
10213,171,61,"Linear Sequences (nth term)",3,"Subtopic"
10213,1173,61,"Sequences-Others",3,"Subtopic"
10214,32,3,"Number",1,"Subject"
10214,44,32,"Percentages",2,"Topic"
10214,233,44,"Percentages of an Amount",3,"Subtopic"
10217,32,3,"Number",1,"Subject"
10217,39,32,"Fractions",2,"Topic"
10217,228,39,"Ordering Fractions",3,"Subtopic"
10219,49,3,"Algebra",1,"Subject"
10219,156,49,"Formula",2,"Topic"
10219,67,156,"Substitution into Formula",3,"Subtopic"
10224,101,3,"Data and Statistics",1,"Subject"
10224,338,101,"Data Processing",2,"Topic"
10224,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
10235,49,3,"Algebra",1,"Subject"
10235,54,49,"Straight Line Graphs",2,"Topic"
10235,261,54,"Gradient as change in y over change in x",3,"Subtopic"
10235,257,54,"Plotting Lines from Tables of Values",3,"Subtopic"
10235,258,54,"Horizontal and Vertical Lines",3,"Subtopic"
10235,260,54,"Finding the Gradient and Intercept of a Line from the Equation",3,"Subtopic"
10240,32,3,"Number",1,"Subject"
10240,144,32,"Basic Arithmetic",2,"Topic"
10240,202,144,"Place Value",3,"Subtopic"
10245,32,3,"Number",1,"Subject"
10245,49,3,"Algebra",1,"Subject"
10245,71,3,"Geometry and Measure",1,"Subject"
10245,91,71,"Symmetry",2,"Topic"
10245,42,32,"Negative Numbers",2,"Topic"
10245,156,49,"Formula",2,"Topic"
10245,144,32,"Basic Arithmetic",2,"Topic"
10245,152,49,"Expanding Brackets",2,"Topic"
10245,74,71,"Angles",2,"Topic"
10245,50,152,"Expanding Single Brackets",3,"Subtopic"
10245,67,156,"Substitution into Formula",3,"Subtopic"
10245,182,74,"Angle Facts with Parallel Lines",3,"Subtopic"
10245,204,144,"Mental Multiplication and Division",3,"Subtopic"
10245,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
10245,275,91,"Line Symmetry",3,"Subtopic"
10251,49,3,"Algebra",1,"Subject"
10251,154,49,"Solving Equations",2,"Topic"
10251,64,154,"Linear Equations",3,"Subtopic"
10264,49,3,"Algebra",1,"Subject"
10264,32,3,"Number",1,"Subject"
10264,71,3,"Geometry and Measure",1,"Subject"
10264,42,32,"Negative Numbers",2,"Topic"
10264,144,32,"Basic Arithmetic",2,"Topic"
10264,62,49,"Writing and Simplifying Expressions",2,"Topic"
10264,74,71,"Angles",2,"Topic"
10264,152,49,"Expanding Brackets",2,"Topic"
10264,70,62,"Writing Expressions",3,"Subtopic"
10264,50,152,"Expanding Single Brackets",3,"Subtopic"
10264,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
10264,33,144,"BIDMAS",3,"Subtopic"
10264,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
10264,210,42,"Ordering Negative Numbers",3,"Subtopic"
10268,32,3,"Number",1,"Subject"
10268,39,32,"Fractions",2,"Topic"
10268,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
10268,229,39,"Converting Mixed Number and Improper Fractions",3,"Subtopic"
10269,32,3,"Number",1,"Subject"
10269,44,32,"Percentages",2,"Topic"
10269,236,44,"Repeated Percentages and Compound Interest",3,"Subtopic"
10269,234,44,"Percentage Increase and Decrease",3,"Subtopic"
10274,49,3,"Algebra",1,"Subject"
10274,154,49,"Solving Equations",2,"Topic"
10274,64,154,"Linear Equations",3,"Subtopic"
10283,49,3,"Algebra",1,"Subject"
10283,153,49,"Factorising",2,"Topic"
10283,52,153,"Factorising into a Single Bracket",3,"Subtopic"
10299,32,3,"Number",1,"Subject"
10299,44,32,"Percentages",2,"Topic"
10299,236,44,"Repeated Percentages and Compound Interest",3,"Subtopic"
10315,49,3,"Algebra",1,"Subject"
10315,154,49,"Solving Equations",2,"Topic"
10315,64,154,"Linear Equations",3,"Subtopic"
10321,49,3,"Algebra",1,"Subject"
10321,62,49,"Writing and Simplifying Expressions",2,"Topic"
10321,255,49,"Algebraic Fractions",2,"Topic"
10321,1077,255,"Simplifying Algebraic Fractions",3,"Subtopic"
10321,253,62,"Dividing Terms",3,"Subtopic"
10325,71,3,"Geometry and Measure",1,"Subject"
10325,100,71,"Volume and Surface Area",2,"Topic"
10325,98,71,"Units of Measurement",2,"Topic"
10325,188,100,"Surface Area of Prisms",3,"Subtopic"
10325,189,100,"Volume of Prisms",3,"Subtopic"
10325,197,98,"Volume and Capacity Units",3,"Subtopic"
10326,32,3,"Number",1,"Subject"
10326,44,32,"Percentages",2,"Topic"
10326,39,32,"Fractions",2,"Topic"
10326,45,32,"Proportion",2,"Topic"
10326,243,45,"Direct Proportion",3,"Subtopic"
10326,225,39,"Fractions of an Amount",3,"Subtopic"
10326,233,44,"Percentages of an Amount",3,"Subtopic"
10337,32,3,"Number",1,"Subject"
10337,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
10337,36,32,"Decimals",2,"Topic"
10337,39,32,"Fractions",2,"Topic"
10337,232,39,"Dividing Fractions",3,"Subtopic"
10337,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
10337,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
10337,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
10351,32,3,"Number",1,"Subject"
10351,141,32,"Rounding and Estimating",2,"Topic"
10351,216,141,"Estimation",3,"Subtopic"
10359,32,3,"Number",1,"Subject"
10359,39,32,"Fractions",2,"Topic"
10359,228,39,"Ordering Fractions",3,"Subtopic"
10359,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
10365,71,3,"Geometry and Measure",1,"Subject"
10365,278,71,"Transformations",2,"Topic"
10365,95,278,"Translation and Vectors",3,"Subtopic"
10366,32,3,"Number",1,"Subject"
10366,141,32,"Rounding and Estimating",2,"Topic"
10366,215,141,"Rounding to Significant Figures",3,"Subtopic"
10368,32,3,"Number",1,"Subject"
10368,36,32,"Decimals",2,"Topic"
10368,144,32,"Basic Arithmetic",2,"Topic"
10368,202,144,"Place Value",3,"Subtopic"
10368,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
10371,49,3,"Algebra",1,"Subject"
10371,153,49,"Factorising",2,"Topic"
10371,52,153,"Factorising into a Single Bracket",3,"Subtopic"
10395,32,3,"Number",1,"Subject"
10395,39,32,"Fractions",2,"Topic"
10395,225,39,"Fractions of an Amount",3,"Subtopic"
10396,32,3,"Number",1,"Subject"
10396,44,32,"Percentages",2,"Topic"
10396,236,44,"Repeated Percentages and Compound Interest",3,"Subtopic"
10396,234,44,"Percentage Increase and Decrease",3,"Subtopic"
10402,32,3,"Number",1,"Subject"
10402,36,32,"Decimals",2,"Topic"
10402,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
10403,49,3,"Algebra",1,"Subject"
10403,32,3,"Number",1,"Subject"
10403,71,3,"Geometry and Measure",1,"Subject"
10403,101,3,"Data and Statistics",1,"Subject"
10403,36,32,"Decimals",2,"Topic"
10403,144,32,"Basic Arithmetic",2,"Topic"
10403,62,49,"Writing and Simplifying Expressions",2,"Topic"
10403,178,71,"Perimeter and Area",2,"Topic"
10403,338,101,"Data Processing",2,"Topic"
10403,75,178,"Area of Simple Shapes",3,"Subtopic"
10403,70,62,"Writing Expressions",3,"Subtopic"
10403,33,144,"BIDMAS",3,"Subtopic"
10403,179,178,"Compound Area",3,"Subtopic"
10403,339,338,"Range and Interquartile Range from a List of Data",3,"Subtopic"
10403,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
10403,251,62,"Simplifying Expressions by Collecting Like Terms",3,"Subtopic"
10404,101,3,"Data and Statistics",1,"Subject"
10404,338,101,"Data Processing",2,"Topic"
10404,340,338,"Averages and Range from Frequency Table",3,"Subtopic"
10407,71,3,"Geometry and Measure",1,"Subject"
10407,74,71,"Angles",2,"Topic"
10407,180,74,"Measuring Angles",3,"Subtopic"
10422,71,3,"Geometry and Measure",1,"Subject"
10422,77,71,"Circles",2,"Topic"
10422,98,71,"Units of Measurement",2,"Topic"
10422,178,71,"Perimeter and Area",2,"Topic"
10422,195,98,"Length Units",3,"Subtopic"
10422,179,178,"Compound Area",3,"Subtopic"
10422,187,77,"Sectors of a Circle",3,"Subtopic"
10422,186,77,"Area of a Circle",3,"Subtopic"
10422,655,178,"Missing Lengths",3,"Subtopic"
10424,32,3,"Number",1,"Subject"
10424,39,32,"Fractions",2,"Topic"
10424,232,39,"Dividing Fractions",3,"Subtopic"
10426,71,3,"Geometry and Measure",1,"Subject"
10426,74,71,"Angles",2,"Topic"
10426,183,74,"Angles in Polygons",3,"Subtopic"
10426,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
10426,182,74,"Angle Facts with Parallel Lines",3,"Subtopic"
10431,71,3,"Geometry and Measure",1,"Subject"
10431,74,71,"Angles",2,"Topic"
10431,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
10436,71,3,"Geometry and Measure",1,"Subject"
10436,49,3,"Algebra",1,"Subject"
10436,278,71,"Transformations",2,"Topic"
10436,81,49,"Co-ordinates",2,"Topic"
10436,174,71,"2D Names and Properties of Shapes",2,"Topic"
10436,95,278,"Translation and Vectors",3,"Subtopic"
10436,88,174,"Properties of Quadrilaterals",3,"Subtopic"
10436,406,81,"Naming Co-ordinates in 2D",3,"Subtopic"
10442,32,3,"Number",1,"Subject"
10442,37,32,"Factors, Multiples and Primes",2,"Topic"
10442,144,32,"Basic Arithmetic",2,"Topic"
10442,42,32,"Negative Numbers",2,"Topic"
10442,40,32,"Indices, Powers and Roots",2,"Topic"
10442,219,37,"Factors and Highest Common Factor",3,"Subtopic"
10442,204,144,"Mental Multiplication and Division",3,"Subtopic"
10442,202,144,"Place Value",3,"Subtopic"
10442,245,40,"Squares, Cubes, etc",3,"Subtopic"
10442,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
10442,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
10460,49,3,"Algebra",1,"Subject"
10460,153,49,"Factorising",2,"Topic"
10460,53,153,"Factorising into a Double Bracket",3,"Subtopic"
10463,32,3,"Number",1,"Subject"
10463,36,32,"Decimals",2,"Topic"
10463,144,32,"Basic Arithmetic",2,"Topic"
10463,33,144,"BIDMAS",3,"Subtopic"
10463,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
10467,101,3,"Data and Statistics",1,"Subject"
10467,338,101,"Data Processing",2,"Topic"
10467,340,338,"Averages and Range from Frequency Table",3,"Subtopic"
10471,49,3,"Algebra",1,"Subject"
10471,54,49,"Straight Line Graphs",2,"Topic"
10471,261,54,"Gradient as change in y over change in x",3,"Subtopic"
10480,32,3,"Number",1,"Subject"
10480,144,32,"Basic Arithmetic",2,"Topic"
10480,33,144,"BIDMAS",3,"Subtopic"
10483,101,3,"Data and Statistics",1,"Subject"
10483,348,101,"Probability",2,"Topic"
10483,112,348,"Tree Diagrams with Dependent Events",3,"Subtopic"
10483,349,348,"Combined Events",3,"Subtopic"
10485,32,3,"Number",1,"Subject"
10485,36,32,"Decimals",2,"Topic"
10485,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
10485,223,36,"Adding and Subtracting with Decimals",3,"Subtopic"
10492,1982,39,"Mixed operation Fractions",3,"Subtopic"
10492,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
10505,32,3,"Number",1,"Subject"
10505,39,32,"Fractions",2,"Topic"
10505,42,32,"Negative Numbers",2,"Topic"
10505,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
10505,232,39,"Dividing Fractions",3,"Subtopic"
10505,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
10505,231,39,"Multiplying Fractions",3,"Subtopic"
10508,32,3,"Number",1,"Subject"
10508,44,32,"Percentages",2,"Topic"
10508,234,44,"Percentage Increase and Decrease",3,"Subtopic"
10508,235,44,"Reverse Percentages (Original Amount)",3,"Subtopic"
10512,32,3,"Number",1,"Subject"
10512,144,32,"Basic Arithmetic",2,"Topic"
10512,204,144,"Mental Multiplication and Division",3,"Subtopic"
10516,49,3,"Algebra",1,"Subject"
10516,61,49,"Sequences",2,"Topic"
10516,158,49,"Other Graphs",2,"Topic"
10516,54,49,"Straight Line Graphs",2,"Topic"
10516,58,158,"Real Life Graphs",3,"Subtopic"
10516,171,61,"Linear Sequences (nth term)",3,"Subtopic"
10516,261,54,"Gradient as change in y over change in x",3,"Subtopic"
10540,32,3,"Number",1,"Subject"
10540,144,32,"Basic Arithmetic",2,"Topic"
10540,33,144,"BIDMAS",3,"Subtopic"
10544,71,3,"Geometry and Measure",1,"Subject"
10544,74,71,"Angles",2,"Topic"
10544,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
10544,182,74,"Angle Facts with Parallel Lines",3,"Subtopic"
10544,183,74,"Angles in Polygons",3,"Subtopic"
10546,49,3,"Algebra",1,"Subject"
10546,62,49,"Writing and Simplifying Expressions",2,"Topic"
10546,152,49,"Expanding Brackets",2,"Topic"
10546,1081,62,"Algebraic Proof",3,"Subtopic"
10546,51,152,"Expanding Double Brackets",3,"Subtopic"
10546,70,62,"Writing Expressions",3,"Subtopic"
10555,101,3,"Data and Statistics",1,"Subject"
10555,342,101,"Data Representation",2,"Topic"
10555,109,342,"Pie Chart",3,"Subtopic"
10569,32,3,"Number",1,"Subject"
10569,46,32,"Ratio",2,"Topic"
10569,240,46,"Simplifying and Equivalent Ratios",3,"Subtopic"
10575,32,3,"Number",1,"Subject"
10575,71,3,"Geometry and Measure",1,"Subject"
10575,40,32,"Indices, Powers and Roots",2,"Topic"
10575,178,71,"Perimeter and Area",2,"Topic"
10575,75,178,"Area of Simple Shapes",3,"Subtopic"
10575,246,40,"Square Roots, Cube Roots, etc",3,"Subtopic"
10580,32,3,"Number",1,"Subject"
10580,44,32,"Percentages",2,"Topic"
10580,236,44,"Repeated Percentages and Compound Interest",3,"Subtopic"
10586,32,3,"Number",1,"Subject"
10586,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
10586,44,32,"Percentages",2,"Topic"
10586,233,44,"Percentages of an Amount",3,"Subtopic"
10586,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
10586,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
10586,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
10597,101,3,"Data and Statistics",1,"Subject"
10597,348,101,"Probability",2,"Topic"
10597,350,348,"Tree Diagrams with Independent Events",3,"Subtopic"
10598,32,3,"Number",1,"Subject"
10598,144,32,"Basic Arithmetic",2,"Topic"
10598,204,144,"Mental Multiplication and Division",3,"Subtopic"
10598,203,144,"Mental Addition and Subtraction",3,"Subtopic"
10601,71,3,"Geometry and Measure",1,"Subject"
10601,32,3,"Number",1,"Subject"
10601,42,32,"Negative Numbers",2,"Topic"
10601,98,71,"Units of Measurement",2,"Topic"
10601,210,42,"Ordering Negative Numbers",3,"Subtopic"
10601,199,98,"Temperature units",3,"Subtopic"
10602,71,3,"Geometry and Measure",1,"Subject"
10602,178,71,"Perimeter and Area",2,"Topic"
10602,75,178,"Area of Simple Shapes",3,"Subtopic"
10602,86,178,"Perimeter",3,"Subtopic"
10608,32,3,"Number",1,"Subject"
10608,71,3,"Geometry and Measure",1,"Subject"
10608,141,32,"Rounding and Estimating",2,"Topic"
10608,98,71,"Units of Measurement",2,"Topic"
10608,144,32,"Basic Arithmetic",2,"Topic"
10608,209,98,"Time",3,"Subtopic"
10608,33,144,"BIDMAS",3,"Subtopic"
10608,195,98,"Length Units",3,"Subtopic"
10608,197,98,"Volume and Capacity Units",3,"Subtopic"
10608,216,141,"Estimation",3,"Subtopic"
10611,49,3,"Algebra",1,"Subject"
10611,32,3,"Number",1,"Subject"
10611,42,32,"Negative Numbers",2,"Topic"
10611,59,49,"Inequalities",2,"Topic"
10611,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
10611,165,59,"Inequalities on Number Lines",3,"Subtopic"
10611,210,42,"Ordering Negative Numbers",3,"Subtopic"
10612,32,3,"Number",1,"Subject"
10612,37,32,"Factors, Multiples and Primes",2,"Topic"
10612,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
10612,219,37,"Factors and Highest Common Factor",3,"Subtopic"
10618,49,3,"Algebra",1,"Subject"
10618,61,49,"Sequences",2,"Topic"
10618,171,61,"Linear Sequences (nth term)",3,"Subtopic"
10622,32,3,"Number",1,"Subject"
10622,37,32,"Factors, Multiples and Primes",2,"Topic"
10622,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
10622,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
10626,32,3,"Number",1,"Subject"
10626,144,32,"Basic Arithmetic",2,"Topic"
10626,205,144,"Written Addition",3,"Subtopic"
10626,206,144,"Written Subtraction",3,"Subtopic"
10634,32,3,"Number",1,"Subject"
10634,46,32,"Ratio",2,"Topic"
10634,240,46,"Simplifying and Equivalent Ratios",3,"Subtopic"
10636,32,3,"Number",1,"Subject"
10636,44,32,"Percentages",2,"Topic"
10636,233,44,"Percentages of an Amount",3,"Subtopic"
10641,71,3,"Geometry and Measure",1,"Subject"
10641,49,3,"Algebra",1,"Subject"
10641,79,71,"Compound Measures",2,"Topic"
10641,158,49,"Other Graphs",2,"Topic"
10641,269,79,"Speed, Distance, Time",3,"Subtopic"
10641,58,158,"Real Life Graphs",3,"Subtopic"
10643,32,3,"Number",1,"Subject"
10643,144,32,"Basic Arithmetic",2,"Topic"
10643,205,144,"Written Addition",3,"Subtopic"
10643,206,144,"Written Subtraction",3,"Subtopic"
10644,49,3,"Algebra",1,"Subject"
10644,32,3,"Number",1,"Subject"
10644,40,32,"Indices, Powers and Roots",2,"Topic"
10644,42,32,"Negative Numbers",2,"Topic"
10644,144,32,"Basic Arithmetic",2,"Topic"
10644,154,49,"Solving Equations",2,"Topic"
10644,33,144,"BIDMAS",3,"Subtopic"
10644,246,40,"Square Roots, Cube Roots, etc",3,"Subtopic"
10644,64,154,"Linear Equations",3,"Subtopic"
10644,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
10656,32,3,"Number",1,"Subject"
10656,71,3,"Geometry and Measure",1,"Subject"
