"QuestionId_DQ","InterventionId","MetaDataId","Text","Sequence","MetaDataTagId","Label"
103834,11000,1960,"\( \frac{22}{9} \)",3,5,"Answer B Text"
103834,11000,1961,"\( \frac{24}{9} \)",4,7,"Answer C Text"
103834,11000,1962,"\( \frac{8}{9} \)",5,9,"Answer D Text"
95246,11003,8067,"What does the product of the two circled numbers ( \( 3 \) and \( 7 \) ) represent?",1,1,"Question Text"
95246,11003,8068,"3847 times 78 written as a long multiplication question. The 3 in 3847 and the 7 in 78 are circled.",2,2,"Question Image"
95246,11003,8069,"\( 210 \)",3,3,"Answer A Text"
95246,11003,8070,"\( 2100 \)",4,5,"Answer B Text"
95246,11003,8071,"\( 21000 \)",5,7,"Answer C Text"
95246,11003,8072,"\( 210000 \)",6,9,"Answer D Text"
106993,11004,17086,"What is the first term of the sequence with the nth-term rule:
\[
5 n-7
\]",1,1,"Question Text"
106993,11004,17087,"\( -2 \)",2,3,"Answer A Text"
106993,11004,17088,"\( 5 \)",3,5,"Answer B Text"
106993,11004,17089,"\( -7 \)",4,7,"Answer C Text"
106993,11004,17090,"\( 1 \)",5,9,"Answer D Text"
101518,11027,1115,"Which of these is largest?",1,1,"Question Text"
101518,11027,1116,"\( 150 \% \) of \( 80 \)",2,3,"Answer A Text"
101518,11027,1117,"\( 10 \% \) of \( 800 \)",3,5,"Answer B Text"
101518,11027,1118,"\( 60 \% \) of \( 250 \)",4,7,"Answer C Text"
101518,11027,1119,"\( 99 \% \) of \( 120 \)",5,9,"Answer D Text"
107610,11040,18070,"Which of the following correctly describes the marked angle?",1,1,"Question Text"
107610,11040,18071,"An image of square ABCE with various triangles attached to it.  The marked angle is between the lines GC and GH.",2,2,"Question Image"
107610,11040,18072,"G",3,3,"Answer A Text"
107610,11040,18073,"\( \mathrm{CGH} \)",4,5,"Answer B Text"
107610,11040,18074,"\( \mathrm{EGH} \)",5,7,"Answer C Text"
107610,11040,18075,"\( \mathrm{GCH} \)",6,9,"Answer D Text"
101518,11041,1115,"Which of these is largest?",1,1,"Question Text"
101518,11041,1116,"\( 150 \% \) of \( 80 \)",2,3,"Answer A Text"
101518,11041,1117,"\( 10 \% \) of \( 800 \)",3,5,"Answer B Text"
101518,11041,1118,"\( 60 \% \) of \( 250 \)",4,7,"Answer C Text"
101518,11041,1119,"\( 99 \% \) of \( 120 \)",5,9,"Answer D Text"
98488,11042,5451,"Which of the following triangles does not have the same area as the others?",1,1,"Question Text"
98488,11042,5452,"A right angled triangle with base 4 and height 6",2,4,"Answer A Image"
98488,11042,5453,"A scalene triangle with base 3, perpendicular height 6, and slanted height 8",3,6,"Answer B Image"
98488,11042,5454,"An isosceles triangle with base 8, other sides 5, and perpendicular height 3",4,8,"Answer C Image"
98488,11042,5455,"They all have the same area",5,9,"Answer D Text"
147250,11054,18190,"The first 3 patterns in a sequence are shown. The first pattern is a blue rectangle with 6 yellow circles attached to its perimeter: 2 circles on each of the longer sides and 1 circle on each of the shorter sides. 
Pattern 2 is made up of 2 blue rectangles, attached together in a row by their short edges. There are also 10 yellow circles in this pattern, attached to the perimeter of the rectangles: 2 circles on every longer side of each rectangle and 1 circle on each of the two free shorter sides (i.e. that are not attached to the other rectangle). 
Pattern 3 is made up of 3 blue rectangles, attached together in a row by their short edges. There are also 14 yellow circles in this pattern, attached to the perimeter of the rectangles: 2 circles on every longer side of each rectangle and 1 circle on each of the two free shorter sides (i.e. that are not attached to another rectangle).",1,2,"Question Image"
147250,11054,18191,"Without drawing any more terms, how many rectangles do you predict will be in the 500th term of this sequence?",2,1,"Question Text"
147250,11054,18192,"\( 500 \)",3,3,"Answer A Text"
147250,11054,18193,"\( 1000 \)",4,5,"Answer B Text"
147250,11054,18194,"\( 499 \)",5,7,"Answer C Text"
147250,11054,18195,"\( 250 \)",6,9,"Answer D Text"
130008,11058,4684,"For which of these questions would you not calculate \( 42-23 \) ?",1,1,"Question Text"
130008,11058,4685,"Subtract \( 23 \) from \( 42 \).",2,3,"Answer A Text"
130008,11058,4686,"How much more is \( 42 \) than \( 23 ? \)",3,5,"Answer B Text"
130008,11058,4687,"Find the difference between \( 42 \) and \( 23 \).",4,7,"Answer C Text"
130008,11058,4688,"Find the total of \( 42 \) and \( 23 \).",5,9,"Answer D Text"
77642,11065,14315,"A line graph with title ""Hourly water consumption"". The x-axis is divided into 1 hour time intervals and has the following times marked: 9am, 11am, 1pm, 3pm, 5pm, 7pm. The y-axis is titled ""Amount in millilitres"" and the scale is from 0 to 1500 in steps of 250. The following points are plotted and joined together: (9am, 250), (10am, 375), (11am, 500), (12pm, 750), (1pm, 750), (2pm, 500), (3pm, 625), (4pm, 750), (5pm, 1000), (6pm, 750), (7pm, 500).",1,2,"Question Image"
77642,11065,14316,"How much MORE water was consumed in the afternoon (1pm-7pm) compared to the morning (9am-12pm)?",2,1,"Question Text"
77642,11065,14317,"\( 3000 \mathrm{ml} \)",3,3,"Answer A Text"
77642,11065,14318,"\( 6750 \mathrm{ml} \)",4,5,"Answer B Text"
77642,11065,14319,"\( 4875 \mathrm{ml} \)",5,7,"Answer C Text"
77642,11065,14320,"\( 250 \mathrm{ml} \)",6,9,"Answer D Text"
134917,11072,35928,"Write the following ratio in its simplest form so both sides of the ratio are integers:
\(
\frac{1}{4}: \frac{1}{2}
\)",1,1,"Question Text"
134917,11072,35929,"\( 4: 2 \)",2,3,"Answer A Text"
134917,11072,35930,"\( 2: 4 \)",3,5,"Answer B Text"
134917,11072,35931,"\( 2: 1 \)",4,7,"Answer C Text"
134917,11072,35932,"\( 1: 2 \)",5,9,"Answer D Text"
89557,11073,1627,"Which calculation is equal to \( -20 \) ?",1,1,"Question Text"
89557,11073,1628,"\( 2 \times(-2)-(-4) \times 4 \)",2,3,"Answer A Text"
89557,11073,1629,"\( -28-(-4) \times 2 \)",3,5,"Answer B Text"
89557,11073,1630,"\( (-5)^{2}+5 \)",4,7,"Answer C Text"
89557,11073,1631,"\( (-42) \div(-2)+1 \)",5,9,"Answer D Text"
129304,11079,15425,"A grid of 8 squares across and 7 squares up.  A blue isosceles triangle (2 squares width and 2 squares height), labelled ""P"", is drawn on the grid. Its corners are at points: 3 squares right and 2 squares up from the bottom left corner of the grid; 5 squares right and 2 squares up from the bottom left corner of the grid; 4 squares right from the bottom left corner of the grid.   Another blue isosceles triangle (identical to P, but upside down), labelled ""Q"", is drawn directly above triangle P. Its corners are at points: 3 squares right and 5 squares up from the bottom left corner of the grid; 5 squares right and 5 squares up from the bottom left corner of the grid; 4 squares right and 7 squares up from the bottom left corner of the grid.
A green horizontal line, labelled ""C"" goes across the grid, 3 squares up from the bottom of the grid.
A dark blue horizontal line, labelled ""B"" goes across the grid, 2 squares up from the bottom of the grid. A light blue horizontal line, labelled ""A"" goes across the grid, 1 square up from the bottom of the grid.",1,2,"Question Image"
129304,11079,15426,"Which is the correct line of reflection to map triangle \( \mathrm{P} \) to triangle \( \mathrm{Q} \) ?",2,1,"Question Text"
129304,11079,15427,"A",3,3,"Answer A Text"
129304,11079,15428,"B",4,5,"Answer B Text"
129304,11079,15429,"C",5,7,"Answer C Text"
129304,11079,15430,"None of these lines are correct",6,9,"Answer D Text"
89418,11084,16649,"A number line with the number -3 on the left and 8 on the right. Above the 8 is a red arrow to the left with -2 written above it. At the end of that arrow is another arrow to the left with the letter a written above it. The second arrow stops above the number -3 on the number line.",1,2,"Question Image"
89418,11084,16650,"What is the value of \( a \) ?",2,1,"Question Text"
89418,11084,16651,"\( -9 \)",3,3,"Answer A Text"
89418,11084,16652,"\( -3 \)",4,5,"Answer B Text"
89418,11084,16653,"\( -10 \)",5,7,"Answer C Text"
89418,11084,16654,"\( -8 \)",6,9,"Answer D Text"
75921,11085,11068,"One of these pairs of numbers does not fit 
the inequality \( d \leq h \)

Can you find which pair?",1,1,"Question Text"
75921,11085,11069,"\( \begin{array}{l}d=4 \\ h=4\end{array} \)",2,3,"Answer A Text"
75921,11085,11070,"\( \begin{array}{c}d=-4\\h=4\end{array} \)",3,5,"Answer B Text"
75921,11085,11071,"\( \begin{array}{c}d=2 \\ h=-4\end{array} \)",4,7,"Answer C Text"
75921,11085,11072,"\( \begin{array}{c}d=-2 \\ h=2\end{array} \)",5,9,"Answer D Text"
102220,11090,36449,"What is the remainder when you work out the answer to this division?
\[
2143 \div 4
\]",1,1,"Question Text"
102220,11090,36450,"\( 3 \)",2,3,"Answer A Text"
102220,11090,36451,"\( 1 \)",3,5,"Answer B Text"
102220,11090,36452,"\( \frac{3}{4} \)",4,7,"Answer C Text"
102220,11090,36453,"\( 0 \)",5,9,"Answer D Text"
106906,11100,24160,"Jack and Sophie are arguing about the solution to this inequality:
\(t+1>0.04\)

Jack says \( t \) could be \( 0 \)

Sophie says \( t \) could be \( -0.9 \)

Who is correct?",1,1,"Question Text"
106906,11100,24161,"Only
Jack",2,3,"Answer A Text"
106906,11100,24162,"Only
Sophie",3,5,"Answer B Text"
106906,11100,24163,"Both Jack and Sophie",4,7,"Answer C Text"
106906,11100,24164,"Neither is correct",5,9,"Answer D Text"
134852,11105,12975,"What is the first square number greater than \( 40 \) ?",1,1,"Question Text"
134852,11105,12976,"\( 45 \)",2,3,"Answer A Text"
134852,11105,12977,"\( 47 \)",3,5,"Answer B Text"
134852,11105,12978,"\( 49 \)",4,7,"Answer C Text"
134852,11105,12979,"\( 50 \)",5,9,"Answer D Text"
131770,11110,45796,"The perimeter of this sector of a circle is \( 60 \mathrm{~cm} \)
Liam wants to work out the area of the sector.
First he needs to know the radius of the sector.
Use your calculator to work out the radius
Give your answer to \( 1 \) decimal place",1,1,"Question Text"
131770,11110,45797,"A sector with an angle of 160 degrees. The radius is labelled with a question mark.",2,2,"Question Image"
131770,11110,45798,"\( 21.4 \mathrm{~cm} \)",3,3,"Answer A Text"
131770,11110,45799,"\( 6.6 \mathrm{~cm} \)",4,5,"Answer B Text"
131770,11110,45800,"\( 12.5 \mathrm{~cm} \)",5,7,"Answer C Text"
131770,11110,45801,"\( 9.5 \mathrm{~cm} \)",6,9,"Answer D Text"
129084,11120,41617,"The area of this rectangle is
\(45 \mathrm{~cm}^{2}\)",1,1,"Question Text"
129084,11120,41618,"A rectangle with the base length labelled 15 cm and the perpendicular height labelled with a star.",2,2,"Question Image"
129084,11120,41619,"What length should replace the star?",3,1,"Question Text"
129084,11120,41620,"\( 30 \mathrm{~cm} \)",4,3,"Answer A Text"
129084,11120,41621,"\( 7.5 \mathrm{~cm} \)",5,5,"Answer B Text"
129084,11120,41622,"\( 3 \mathrm{~cm} \)",6,7,"Answer C Text"
129084,11120,41623,"Not enough information in the diagram",7,9,"Answer D Text"
75906,11121,1748,"Using the same number in each box, make the statement true.
\[
846 \square>84 \square 6
\]",1,1,"Question Text"
75906,11121,1749,"\( 6 \)",2,3,"Answer A Text"
75906,11121,1750,"\( 7 \)",3,5,"Answer B Text"
75906,11121,1751,"\( 9 \)",4,7,"Answer C Text"
75906,11121,1752,"\( 5 \)",5,9,"Answer D Text"
95219,11124,6527,"\( \begin{array}{r}\quad58 \\ \times 22 \\ \hline\end{array} \)",1,1,"Question Text"
95219,11124,6528,"What number will be in the ones/units column of the final answer?",2,1,"Question Text"
95219,11124,6529,"\( 6 \)",3,3,"Answer A Text"
95219,11124,6530,"\( 0 \)",4,5,"Answer B Text"
95219,11124,6531,"\( 1 \)",5,7,"Answer C Text"
95219,11124,6532,"\( 16 \)",6,9,"Answer D Text"
104613,11131,13650,"A number, \( n \), has been rounded to \( 2 \) decimal places to give \( \mathbf{3 . 7 2} \)
What is the smallest \( n \) can be?",1,1,"Question Text"
104613,11131,13651,"\( 3.7 \)",2,3,"Answer A Text"
104613,11131,13652,"\( 3.71 \)",3,5,"Answer B Text"
104613,11131,13653,"\( 3.715 \)",4,7,"Answer C Text"
104613,11131,13654,"\( 3.719 \)",5,9,"Answer D Text"
98500,11137,5462,"Which of the following triangles does not have the same area as the others? 
Diagrams not to scale and all measurements are in cm.",1,1,"Question Text"
98500,11137,5463,"Isosceles triangle with base 5, other sides 3.9, and perpendicular height 3",2,4,"Answer A Image"
98500,11137,5464,"Right angled triangle with base 5 and height 6",3,6,"Answer B Image"
98500,11137,5465,"Scalene triangle with base 3, perpendicular height 5, and slanted height 10",4,8,"Answer C Image"
98500,11137,5466,"They all have the same area",5,9,"Answer D Text"
73601,11143,5041,"What is \( 50 \mathrm{~m} \) as a percentage of \( 5 \mathrm{~km} \) ?",1,1,"Question Text"
73601,11143,5042,"\( 100 \% \)",2,3,"Answer A Text"
73601,11143,5043,"\( 1 \% \)",3,5,"Answer B Text"
73601,11143,5044,"\( 50 \% \)",4,7,"Answer C Text"
73601,11143,5045,"\( 10 \% \)",5,9,"Answer D Text"
104961,11146,13755,"Simplify, if possible:
\(
a^{2} \times a
\)",1,1,"Question Text"
104961,11146,13756,"\( 2 a^{2} \)",2,3,"Answer A Text"
104961,11146,13757,"\( 3 a \)",3,5,"Answer B Text"
104961,11146,13758,"\( a^{3} \)",4,7,"Answer C Text"
104961,11146,13759,"Does not simplify",5,9,"Answer D Text"
131461,11149,15484,"Each cube is \( 1 \mathrm{~cm}^{3} \)

What is the volume of this shape?",1,1,"Question Text"
131461,11149,15485,"A large cube made up of smaller cubes. Three faces are visible, each measuring 3x3 of the small cubes.",2,2,"Question Image"
131461,11149,15486,"\( 27 \mathrm{~cm}^{3} \)",3,3,"Answer A Text"
131461,11149,15487,"\( 9 \mathrm{~cm}^{3} \)",4,5,"Answer B Text"
131461,11149,15488,"\( 54 \mathrm{~cm}^{3} \)",5,7,"Answer C Text"
131461,11149,15489,"\( 25 \mathrm{~cm}^{3} \)",6,9,"Answer D Text"
89314,11157,2338,"\[
3+6 \times 2
\]
Jack and Emma are trying to make the calculation above equal to \( 18 \). Jack says you can write it like this: \( (3+6) \times 2 \) Emma says you can leave it like this: \( 3+6 \times 2 \) Who is correct?",1,1,"Question Text"
89314,11157,2339,"Only Jack",2,3,"Answer A Text"
89314,11157,2340,"Only Emma",3,5,"Answer B Text"
89314,11157,2341,"Both Jack and Emma",4,7,"Answer C Text"
89314,11157,2342,"Neither is correct",5,9,"Answer D Text"
131353,11159,7789,"Liam and Emma are discussing how to say: \( 3 q+p q \)

Liam says it is: \( 3 \) multiplied by \( q \), plus \( p \) plus \( q \)

Emma says it is: \( 3 \) multiplied by \( q \), plus \( p \) multiplied by \( q \)


Who is correct?",1,1,"Question Text"
131353,11159,7790,"Only Liam",2,3,"Answer A Text"
131353,11159,7791,"Only Emma",3,5,"Answer B Text"
131353,11159,7792,"Both Liam and Emma",4,7,"Answer C Text"
131353,11159,7793,"Neither is correct",5,9,"Answer D Text"
77593,11166,5339,"Hannah has some apples.
She shares them into \( 6 \) equal groups and there is one left over.
How many apples could she have?",1,1,"Question Text"
77593,11166,5340,"\( 66 \)",2,3,"Answer A Text"
77593,11166,5341,"\( 30 \)",3,5,"Answer B Text"
77593,11166,5342,"\( 35 \)",4,7,"Answer C Text"
77593,11166,5343,"\( 43 \)",5,9,"Answer D Text"
76003,11177,40816,"Liam needs to be in Chester for 11:00.
What train does he need to catch from Woodford?",1,1,"Question Text"
76003,11177,40817,"\begin{tabular}{|l|l|l|l|l|}
\hline Bristol & \( 09: 30 \) & \( 09: 43 \) & \( 09: 56 \) & \( 10: 09 \) \\
\hline Woodford & \( 10: 07 \) & \( 10: 20 \) & \( 10: 33 \) & \( 10: 46 \) \\
\hline East Woodford & \( 10: 16 \) & \( 10: 29 \) & \( 10: 42 \) & \( 10: 55 \) \\
\hline Chester & \( 10: 55 \) & \( 11: 08 \) & \( 11: 21 \) & \( 11: 34 \) \\
\hline
\end{tabular}",2,1,"Question Text"
76003,11177,40818,"\( 10: 20 \) or \( 10: 07 \)",3,3,"Answer A Text"
76003,11177,40819,"\( 10: 20 \)",4,5,"Answer B Text"
76003,11177,40820,"\( 10: 07 \)",5,7,"Answer C Text"
76003,11177,40821,"\( 09: 30 \)",6,9,"Answer D Text"
78852,11195,33377,"An athlete increases the distance she runs each day by \( \frac{1}{5} \)

She runs \( 1 \) kilometres on day \( 1 \)

How far does she run on day \( 8 \), to the nearest \( 100 \) metres?",1,1,"Question Text"
78852,11195,33378,"\( 4.3 \mathrm{~km} \)",2,3,"Answer A Text"
78852,11195,33379,"\( 3.6 \mathrm{~km} \)",3,5,"Answer B Text"
78852,11195,33380,"\( 2.6 \mathrm{~km} \)",4,7,"Answer C Text"
78852,11195,33381,"\( 2.4 \mathrm{~km} \)",5,9,"Answer D Text"
89574,11199,1693,"Which calculation is equal to \( -20 \) ?",1,1,"Question Text"
89574,11199,1694,"\( (-3)^{2}-11 \)",2,3,"Answer A Text"
89574,11199,1695,"\( 3 \times(-4)-(-4) \times 2 \)",3,5,"Answer B Text"
89574,11199,1696,"\( -28-(-4) \times(-2) \)",4,7,"Answer C Text"
89574,11199,1697,"\( (-33) \div(-3)-31 \)",5,9,"Answer D Text"
79724,11200,16450,"Positive coordinate grid, going up to 8 in both the x and y directions, with the point A labelled at (3,6)",1,2,"Question Image"
79724,11200,16451,"Point \( A \) is reflected in the line \( y=3 \). What are the coordinates of the new point?",2,1,"Question Text"
79724,11200,16452,"\( (2,3) \)",3,3,"Answer A Text"
79724,11200,16453,"\( (4,6) \)",4,5,"Answer B Text"
79724,11200,16454,"\( (2,0) \)",5,7,"Answer C Text"
79724,11200,16455,"\( (0,2) \)",6,9,"Answer D Text"
89289,11202,2574,"A rectangle with one part shaded, labelled with dimensions 20, 8 and 6",1,2,"Question Image"
89289,11202,2575,"Which of the following calculations would correctly work out the area of the section shaded with a solid colour?",2,1,"Question Text"
89289,11202,2576,"\( 8 \times 20-8 \times 6 \)",3,3,"Answer A Text"
89289,11202,2577,"\( 8 \times 20+8 \times 6 \)",4,5,"Answer B Text"
89289,11202,2578,"\( 8 \times 14-8 \times 6 \)",5,7,"Answer C Text"
89289,11202,2579,"\( 8 \times 14+8 \times 6 \)",6,9,"Answer D Text"
101542,11205,4762,"What should replace the star?",1,1,"Question Text"
101542,11205,4763,"A number line representing the value 240 from 0% to 100%, with 240 above the 100% marker, with a star above 87%",2,2,"Question Image"
101542,11205,4764,"Use your calculator, if needed, and give your answer to \( 1 \) decimal place.",3,1,"Question Text"
101542,11205,4765,"\( 275.9 \)",4,3,"Answer A Text"
101542,11205,4766,"\( 227.0 \)",5,5,"Answer B Text"
101542,11205,4767,"\( 2.8 \)",6,7,"Answer C Text"
101542,11205,4768,"\( 208.8 \)",7,9,"Answer D Text"
130209,11207,38353,"Every week for \( 4 \) weeks, Lila buys a magazine for \( £ 6 \) and gets her nails painted for \( £ 28 \).

How much money does Lila spend altogether?",1,1,"Question Text"
130209,11207,38354,"\( £ 34 \)",2,3,"Answer A Text"
130209,11207,38355,"\( £ 52 \)",3,5,"Answer B Text"
130209,11207,38356,"\( £ 118 \)",4,7,"Answer C Text"
130209,11207,38357,"\( £ 136 \)",5,9,"Answer D Text"
89558,11211,2383,"Statement 1: \( \quad p \times(-q)=(-p) \times q \)
Statement 2: \( \quad-(q)^{2}=q^{2} \)
What can you say about the above statements, where \( p \) and \( q \) represent different numbers?",1,1,"Question Text"
89558,11211,2384,"Only statement \( 1 \) is true",2,3,"Answer A Text"
89558,11211,2385,"Only statement \( 2 \) is true",3,5,"Answer B Text"
89558,11211,2386,"Both statements are true",4,7,"Answer C Text"
89558,11211,2387,"Both statements are false",5,9,"Answer D Text"
89413,11216,2597,"Diagram of a thermometer showing positive and negative temperatures, with an arrow labelled +5 going from -1 up to 4",1,2,"Question Image"
89413,11216,2598,"Which of the following calculations is represented on the thermometer?",2,1,"Question Text"
89413,11216,2599,"\( 4+5=-1 \)",3,3,"Answer A Text"
89413,11216,2600,"\( -1+5=4 \)",4,5,"Answer B Text"
89413,11216,2601,"\( -1+4=5 \)",5,7,"Answer C Text"
89413,11216,2602,"\( 1+4=5 \)",6,9,"Answer D Text"
129994,11219,37176,"What is \( 242,395 \) rounded to the nearest \( 10 ? \)",1,1,"Question Text"
129994,11219,37177,"\( 242,390 \)",2,3,"Answer A Text"
129994,11219,37178,"\( 242,000 \)",3,5,"Answer B Text"
129994,11219,37179,"\( 242,400 \)",4,7,"Answer C Text"
129994,11219,37180,"\( 240,000 \)",5,9,"Answer D Text"
134917,11224,35928,"Write the following ratio in its simplest form so both sides of the ratio are integers:
\(
\frac{1}{4}: \frac{1}{2}
\)",1,1,"Question Text"
134917,11224,35929,"\( 4: 2 \)",2,3,"Answer A Text"
134917,11224,35930,"\( 2: 4 \)",3,5,"Answer B Text"
134917,11224,35931,"\( 2: 1 \)",4,7,"Answer C Text"
134917,11224,35932,"\( 1: 2 \)",5,9,"Answer D Text"
147121,11239,19829,"Leo and Lisa are discussing the conjecture:

The product of two primes is always odd 

Leo says a counter-example is \( 6 \) and \( 7 \)

Lisa says a counter-example is \( 2 \) and \( 23 \)

Who do you agree with?",1,1,"Question Text"
147121,11239,19830,"Only Leo",2,3,"Answer A Text"
147121,11239,19831,"Only Lisa",3,5,"Answer B Text"
147121,11239,19832,"Both Leo and Lisa",4,7,"Answer C Text"
147121,11239,19833,"Neither is correct",5,9,"Answer D Text"
103793,11244,502,"\( 0.15 \times 0.2= \)",1,1,"Question Text"
103793,11244,1083,"\( 3 \)",2,3,"Answer A Text"
103793,11244,1084,"\( 0.03 \)",3,5,"Answer B Text"
103793,11244,505,"\( 0.3 \)",4,7,"Answer C Text"
103793,11244,506,"\( 0.003 \)",5,9,"Answer D Text"
101381,11248,544,"To make pink paint, you mix red paint with white paint in the ratio \( 3: 4 \).
What should replace the star?",1,1,"Question Text"
101381,11248,1076,"Red, White, Total | 1200 ml, Star, Blank",2,2,"Question Image"
101381,11248,545,"\( 1201 \ \mathrm{ml} \)",3,3,"Answer A Text"
101381,11248,546,"\( 900 \ \mathrm{ml} \)",4,5,"Answer B Text"
101381,11248,547,"\( 4800 \ \mathrm{ml} \)",5,7,"Answer C Text"
101381,11248,157,"\( 1600 \ \mathrm{ml} \)",6,9,"Answer D Text"
130136,11257,12369,"Alice wants to buy \( 4 \) packets of sweets that cost \( £ c \). Which expression gives the total cost?",1,1,"Question Text"
130136,11257,12370,"\( 4+c \)",2,3,"Answer A Text"
130136,11257,12371,"\( 4 c \)",3,5,"Answer B Text"
130136,11257,12372,"\( \frac{c}{4} \)",4,7,"Answer C Text"
130136,11257,12373,"\( c=4 \)",5,9,"Answer D Text"
77633,11276,7585,"The median of these four numbers is \( 5 \).
\(
\begin{array}{cccc}
3&12&1&?
\end{array}
\)
Find the value of the missing number.",1,1,"Question Text"
77633,11276,7586,"\( 7 \)",2,3,"Answer A Text"
77633,11276,7587,"\( 4 \)",3,5,"Answer B Text"
77633,11276,7588,"\( 16 \)",4,7,"Answer C Text"
77633,11276,7589,"\( 6.5 \)",5,9,"Answer D Text"
75969,11284,15063,"Estimate the value of
\(
\frac{4.12 \times 18.3}{0.226}
\)",1,1,"Question Text"
75969,11284,15064,"\( 14.4 \)",2,3,"Answer A Text"
75969,11284,15065,"\( 16 \)",3,5,"Answer B Text"
75969,11284,15066,"\( 400 \)",4,7,"Answer C Text"
75969,11284,15067,"\( 360 \)",5,9,"Answer D Text"
89782,11286,2398,"Leo and Sophie are arguing about the number \( 1 \)
Leo says \( 1 \) is a prime number
Sophie says \( 1 \) is a square number
Who is correct?",1,1,"Question Text"
89782,11286,2399,"Only
Leo",2,3,"Answer A Text"
89782,11286,2400,"Only Sophie",3,5,"Answer B Text"
89782,11286,2401,"Both Leo and Sophie",4,7,"Answer C Text"
89782,11286,2402,"Neither is correct",5,9,"Answer D Text"
144020,11295,20616,"What is the ratio of \( P Q: Q R \) ?",1,1,"Question Text"
144020,11295,20617,"Diagram of a horizontal line with three marked points P, Q and R. P is (2,5), Q is (10,5) and R is (16,5).",2,2,"Question Image"
144020,11295,20618,"\( 1: 1 \)",3,3,"Answer A Text"
144020,11295,20619,"\( 3: 2 \)",4,5,"Answer B Text"
144020,11295,20620,"\( 4: 3 \)",5,7,"Answer C Text"
144020,11295,20621,"\( 3: 1 \)",6,9,"Answer D Text"
132120,11299,21263,"What should replace the star and triangle when this expression is fully factorised?",1,1,"Question Text"
132120,11299,21264,"\( 3 a^{2}+2 a \equiv {\bigstar}(\triangle a-\bigcirc) \)",2,1,"Question Text"
132120,11299,21265,"\( \begin{array}{l}{\bigstar}=3 \\ \Delta=a\end{array} \)",3,3,"Answer A Text"
132120,11299,21266,"\( \begin{array}{l}{\bigstar}=3 \\ \Delta=2\end{array} \)",4,5,"Answer B Text"
132120,11299,21267,"\( \begin{array}{l}{\bigstar}=a \\ \Delta=3\end{array} \)",5,7,"Answer C Text"
132120,11299,21268,"\( \begin{array}{l}{\bigstar}=2 \\ \Delta=3\end{array} \)",6,9,"Answer D Text"
101514,11304,3828,"Which of the following lists of numbers is written in ascending order?",1,1,"Question Text"
101514,11304,3829,"\( \frac{9}{5}, \quad 200 \%, \quad 1.9 \)",2,3,"Answer A Text"
101514,11304,3830,"\( 1.9, \quad 200 \%, \quad \frac{9}{5} \)",3,5,"Answer B Text"
101514,11304,3831,"\( 1.9, \quad \frac{9}{5}, \quad 200 \% \)",4,7,"Answer C Text"
101514,11304,3832,"\( \frac{9}{5}, \quad 1.9, \quad 200 \% \)",5,9,"Answer D Text"
146463,11312,17585,"The triangle is reflected in the dashed line.
What are the new coordinates of point \( P \) ?",1,1,"Question Text"
146463,11312,17586,"Four quadrant, coordinate grid with the reflection line y=x drawn and a triangle. The triangle has coordinates: (3,3) (2,1) and (4,1). The point P is the coordinate (2,1)",2,2,"Question Image"
146463,11312,17587,"\( (2,2) \)",3,3,"Answer A Text"
146463,11312,17588,"\( (2,0) \)",4,5,"Answer B Text"
146463,11312,17589,"\( (0,1) \)",5,7,"Answer C Text"
146463,11312,17590,"\( (1,2) \)",6,9,"Answer D Text"
101516,11313,1130,"Leo and Nina are arguing about working out percentages of amounts.
Leo says to find \( 10 \% \) you divide by \( 10 \).
Nina say to find \( 5 \% \) you divide by \( 5 \).
Who is correct?",1,1,"Question Text"
101516,11313,1131,"Only Leo",2,3,"Answer A Text"
101516,11313,1132,"Only Nina",3,5,"Answer B Text"
101516,11313,1133,"Both Leo and Nina",4,7,"Answer C Text"
101516,11313,1134,"Neither is correct",5,9,"Answer D Text"
89319,11316,2353,"\[
12 \times 6-1+2
\]
Where do the brackets need to go to make the answer equal \( 36 \) ?",1,1,"Question Text"
89319,11316,2354,"\( 12 \times 6-(1+2) \)",2,3,"Answer A Text"
89319,11316,2355,"\( 12 \times(6-1+2) \)",3,5,"Answer B Text"
89319,11316,2356,"\( 12 \times(6-(1+2)) \)",4,7,"Answer C Text"
89319,11316,2357,"Does not need brackets",5,9,"Answer D Text"
77166,11326,5391,"Work out the area",1,1,"Question Text"
77166,11326,5392,"A triangle with the base labelled as 14mm, the perpendicular height labelled as 5mm and the slant height labelled as 6mm.",2,2,"Question Image"
77166,11326,5393,"\( 42 \mathrm{~mm}^{2} \)",3,3,"Answer A Text"
77166,11326,5394,"\( 84 \mathrm{~mm}^{2} \)",4,5,"Answer B Text"
77166,11326,5395,"\( 70 \mathrm{~mm}^{2} \)",5,7,"Answer C Text"
77166,11326,5396,"\( 35 \mathrm{~mm}^{2} \)",6,9,"Answer D Text"
100568,11327,36178,"Leo and Maria are arguing equivalent fractions.
Leo says \( \frac{9}{15}=\frac{12}{20} \)
Maria says \( \frac{9}{15}=\frac{15}{21} \)
Who is correct?",1,1,"Question Text"
100568,11327,36179,"Only
Leo",2,3,"Answer A Text"
100568,11327,36180,"Only
Maria",3,5,"Answer B Text"
100568,11327,36181,"Both Leo and Maria",4,7,"Answer C Text"
100568,11327,36182,"Neither is correct",5,9,"Answer D Text"
101508,11329,13943,"\( 58 \%= \)",1,1,"Question Text"
